# File written from OrientationAnalysis Version 6.5.163.1998a502a
# DateTime: ?? 9? 6 11:14:22 2022
# X_STEP: 0.504000
# Y_STEP: 0.503000
# Z_STEP: 0.000000
#
# X_MIN: 0.000000
# Y_MIN: 0.000000
# Z_MIN: 0.000000
#
# X_MAX: 99.792000
# Y_MAX: 100.600006
# Z_MAX: 0.000000
#
# X_DIM: 198
# Y_DIM: 200
# Z_DIM: 0
#
# Phase_1: 
# Symmetry_1: 62
# Features_1: 62
#
# Num_Features: 62 
#
# phi1 PHI phi2 x y z FeatureId PhaseId Symmetry
2.603400 1.829760 3.704710 25.956001 69.665504 0.000000 54 1 62
2.603420 1.829810 3.705710 26.460001 69.665504 0.000000 54 1 62
2.602970 1.829960 3.708310 26.964001 69.665504 0.000000 54 1 62
2.602650 1.830100 3.708980 27.468000 69.665504 0.000000 54 1 62
2.681650 1.397490 3.558190 27.972002 69.665504 0.000000 59 1 62
2.681830 1.396910 3.558910 28.476002 69.665504 0.000000 59 1 62
2.682000 1.396350 3.559620 28.980001 69.665504 0.000000 59 1 62
2.683380 1.395810 3.559490 29.484001 69.665504 0.000000 59 1 62
2.684000 1.395880 3.559000 29.988001 69.665504 0.000000 59 1 62
2.684010 1.396070 3.558820 30.492001 69.665504 0.000000 59 1 62
2.683750 1.396580 3.557680 30.996002 69.665504 0.000000 59 1 62
2.683510 1.397270 3.555300 31.500002 69.665504 0.000000 59 1 62
2.683630 1.397570 3.554200 32.004002 69.665504 0.000000 59 1 62
2.683790 1.398430 3.551580 32.507999 69.665504 0.000000 59 1 62
2.683780 1.398690 3.550990 33.012001 69.665504 0.000000 59 1 62
2.683550 1.399390 3.550200 33.515999 69.665504 0.000000 59 1 62
2.682850 1.399720 3.550220 34.020000 69.665504 0.000000 59 1 62
2.682520 1.399810 3.550270 34.523998 69.665504 0.000000 59 1 62
2.681660 1.400100 3.548400 35.028000 69.665504 0.000000 59 1 62
2.680960 1.400350 3.545400 35.531998 69.665504 0.000000 59 1 62
2.680830 1.400330 3.544160 36.035999 69.665504 0.000000 59 1 62
2.680200 1.400420 3.541950 36.540001 69.665504 0.000000 59 1 62
2.679920 1.400490 3.541530 37.043999 69.665504 0.000000 59 1 62
2.680280 1.400190 3.540940 37.548000 69.665504 0.000000 59 1 62
2.681000 1.399760 3.541290 38.051998 69.665504 0.000000 59 1 62
2.681150 1.399680 3.541570 38.556000 69.665504 0.000000 59 1 62
2.681190 1.399780 3.543170 39.060001 69.665504 0.000000 59 1 62
2.680950 1.399900 3.545270 39.563999 69.665504 0.000000 59 1 62
2.680850 1.399780 3.545860 40.068001 69.665504 0.000000 59 1 62
2.681090 1.399200 3.546660 40.571999 69.665504 0.000000 59 1 62
2.681290 1.399020 3.546680 41.076000 69.665504 0.000000 59 1 62
2.681420 1.399090 3.546510 41.579998 69.665504 0.000000 59 1 62
2.681330 1.399610 3.546350 42.084000 69.665504 0.000000 59 1 62
2.681400 1.399720 3.546180 42.588001 69.665504 0.000000 59 1 62
2.681030 1.399940 3.546560 43.091999 69.665504 0.000000 59 1 62
2.680820 1.400220 3.547390 43.596001 69.665504 0.000000 59 1 62
2.680970 1.400340 3.547720 44.099998 69.665504 0.000000 59 1 62
2.681200 1.401050 3.548590 44.604000 69.665504 0.000000 59 1 62
2.681310 1.401930 3.549250 45.107998 69.665504 0.000000 59 1 62
2.681440 1.402170 3.549210 45.612000 69.665504 0.000000 59 1 62
2.681570 1.402100 3.549350 46.116001 69.665504 0.000000 59 1 62
2.681610 1.401800 3.549360 46.619999 69.665504 0.000000 59 1 62
2.681730 1.401620 3.549370 47.124001 69.665504 0.000000 59 1 62
2.682180 1.402210 3.548810 47.627998 69.665504 0.000000 59 1 62
2.682320 1.402520 3.548420 48.132000 69.665504 0.000000 59 1 62
2.682440 1.402820 3.548050 48.636002 69.665504 0.000000 59 1 62
3.044700 1.211970 3.616300 49.139999 69.665504 0.000000 9 1 62
3.044630 1.212420 3.616500 49.644001 69.665504 0.000000 9 1 62
3.044330 1.213770 3.615760 50.147999 69.665504 0.000000 9 1 62
3.044380 1.214160 3.615090 50.652000 69.665504 0.000000 9 1 62
3.042300 1.215510 3.609310 51.155998 69.665504 0.000000 9 1 62
3.038750 1.215770 3.599230 51.660000 69.665504 0.000000 9 1 62
3.037430 1.215400 3.594810 52.164001 69.665504 0.000000 9 1 62
3.033620 1.214320 3.585480 52.667999 69.665504 0.000000 9 1 62
3.031020 1.213250 3.579830 53.172001 69.665504 0.000000 9 1 62
3.030180 1.213290 3.579370 53.675999 69.665504 0.000000 9 1 62
3.027450 1.213590 3.579020 54.180000 69.665504 0.000000 9 1 62
3.026540 1.213950 3.579340 54.683998 69.665504 0.000000 9 1 62
3.022720 1.215110 3.580490 55.188000 69.665504 0.000000 9 1 62
3.020080 1.215980 3.581630 55.692001 69.665504 0.000000 9 1 62
3.019550 1.216050 3.582090 56.195999 69.665504 0.000000 9 1 62
3.019380 1.215850 3.585820 56.700001 69.665504 0.000000 9 1 62
3.022150 1.215280 3.591850 57.203999 69.665504 0.000000 9 1 62
3.023550 1.214930 3.594750 57.708000 69.665504 0.000000 9 1 62
3.026960 1.213430 3.603220 58.211998 69.665504 0.000000 9 1 62
3.027940 1.211000 3.610440 58.716000 69.665504 0.000000 9 1 62
3.027340 1.210060 3.611920 59.220001 69.665504 0.000000 9 1 62
3.024380 1.207630 3.613920 59.723999 69.665504 0.000000 9 1 62
3.022810 1.206980 3.613820 60.228001 69.665504 0.000000 9 1 62
3.019030 1.205460 3.612420 60.731998 69.665504 0.000000 9 1 62
3.016230 1.204600 3.610820 61.236000 69.665504 0.000000 9 1 62
3.015600 1.204470 3.610580 61.740002 69.665504 0.000000 9 1 62
3.014190 1.204680 3.609920 62.243999 69.665504 0.000000 9 1 62
3.012680 1.205170 3.609710 62.748001 69.665504 0.000000 9 1 62
3.012290 1.205230 3.609880 63.251999 69.665504 0.000000 9 1 62
3.010790 1.205440 3.611700 63.756001 69.665504 0.000000 9 1 62
3.010410 1.205560 3.612350 64.260002 69.665504 0.000000 9 1 62
3.010800 1.205110 3.601460 64.764000 69.665504 0.000000 9 1 62
3.009840 1.203370 3.600890 65.267998 69.665504 0.000000 9 1 62
3.009300 1.202060 3.600580 65.772003 69.665504 0.000000 9 1 62
3.008740 1.201290 3.601730 66.276001 69.665504 0.000000 9 1 62
2.811110 2.813140 3.367810 66.779999 69.665504 0.000000 32 1 62
2.816240 2.814830 3.374170 67.283997 69.665504 0.000000 32 1 62
2.828650 2.819120 3.388330 67.788002 69.665504 0.000000 32 1 62
2.848160 2.823720 3.417890 68.292000 69.665504 0.000000 32 1 62
2.865500 2.826750 3.438910 68.795998 69.665504 0.000000 32 1 62
2.881570 2.828350 3.457470 69.300003 69.665504 0.000000 32 1 62
2.886580 2.828520 3.463160 69.804001 69.665504 0.000000 32 1 62
2.899550 2.827510 3.476700 70.307999 69.665504 0.000000 32 1 62
2.910170 2.825790 3.486020 70.811996 69.665504 0.000000 32 1 62
2.913280 2.825040 3.488850 71.316002 69.665504 0.000000 32 1 62
2.920900 2.822300 3.494520 71.820000 69.665504 0.000000 32 1 62
2.926900 2.819420 3.498830 72.323997 69.665504 0.000000 32 1 62
1.993010 1.718090 3.686780 72.828003 69.665504 0.000000 38 1 62
1.993720 1.717700 3.688940 73.332001 69.665504 0.000000 38 1 62
1.994040 1.717540 3.689930 73.835999 69.665504 0.000000 38 1 62
1.995590 1.717220 3.691710 74.339996 69.665504 0.000000 38 1 62
1.997200 1.716880 3.692780 74.844002 69.665504 0.000000 38 1 62
1.997600 1.716700 3.693060 75.348000 69.665504 0.000000 38 1 62
1.998890 1.715750 3.693500 75.851997 69.665504 0.000000 38 1 62
1.999910 1.714610 3.693710 76.356003 69.665504 0.000000 38 1 62
2.000130 1.714220 3.694150 76.860001 69.665504 0.000000 38 1 62
2.000360 1.713540 3.695610 77.363998 69.665504 0.000000 38 1 62
2.000140 1.713610 3.696200 77.868004 69.665504 0.000000 38 1 62
2.001150 1.712950 3.697040 78.372002 69.665504 0.000000 38 1 62
2.002050 1.712180 3.695340 78.875999 69.665504 0.000000 38 1 62
1.999910 1.716160 3.688710 79.379997 69.665504 0.000000 38 1 62
2.000010 1.715530 3.685300 79.884003 69.665504 0.000000 38 1 62
1.999370 1.715780 3.682290 80.388000 69.665504 0.000000 38 1 62
1.998840 1.711150 3.686360 80.891998 69.665504 0.000000 38 1 62
1.996800 1.711080 3.690160 81.396004 69.665504 0.000000 38 1 62
1.996400 1.711000 3.692360 81.900002 69.665504 0.000000 38 1 62
1.996940 1.709480 3.701950 82.403999 69.665504 0.000000 38 1 62
1.999050 1.707080 3.709400 82.907997 69.665504 0.000000 38 1 62
2.000160 1.705990 3.710920 83.412003 69.665504 0.000000 38 1 62
2.002680 1.702580 3.713910 83.916000 69.665504 0.000000 38 1 62
2.004430 1.699630 3.714240 84.419998 69.665504 0.000000 38 1 62
2.004680 1.698760 3.714090 84.924004 69.665504 0.000000 38 1 62
2.005280 1.696250 3.712840 85.428001 69.665504 0.000000 38 1 62
2.004770 1.694540 3.711220 85.931999 69.665504 0.000000 38 1 62
2.004510 1.693960 3.710820 86.435997 69.665504 0.000000 38 1 62
2.003090 1.693150 3.709460 86.940002 69.665504 0.000000 38 1 62
2.002520 1.693170 3.709090 87.444000 69.665504 0.000000 38 1 62
2.001190 1.692090 3.708000 87.947998 69.665504 0.000000 38 1 62
2.000910 1.690740 3.707690 88.452003 69.665504 0.000000 38 1 62
2.001470 1.689630 3.707870 88.956001 69.665504 0.000000 38 1 62
2.002790 1.686170 3.708360 89.459999 69.665504 0.000000 38 1 62
2.003300 1.682930 3.708710 89.963997 69.665504 0.000000 38 1 62
2.003390 1.681730 3.708140 90.468002 69.665504 0.000000 38 1 62
2.003030 1.679970 3.706400 90.972000 69.665504 0.000000 38 1 62
2.002820 1.679980 3.705570 91.475998 69.665504 0.000000 38 1 62
1.212880 2.597560 3.265630 91.980003 69.665504 0.000000 56 1 62
1.208910 2.596660 3.258970 92.484001 69.665504 0.000000 56 1 62
1.206530 2.596340 3.255130 92.987999 69.665504 0.000000 56 1 62
1.203820 2.595730 3.250790 93.491997 69.665504 0.000000 56 1 62
1.201890 2.595950 3.248150 93.996002 69.665504 0.000000 56 1 62
2.008980 1.702040 3.681250 94.500000 69.665504 0.000000 38 1 62
2.010180 1.700870 3.677790 95.003998 69.665504 0.000000 38 1 62
2.011670 1.690260 3.672260 95.508003 69.665504 0.000000 38 1 62
2.014670 1.689140 3.664690 96.012001 69.665504 0.000000 38 1 62
2.016650 1.686800 3.657540 96.515999 69.665504 0.000000 38 1 62
2.017070 1.685600 3.654970 97.020004 69.665504 0.000000 38 1 62
2.017580 1.682640 3.648490 97.524002 69.665504 0.000000 38 1 62
2.017810 1.680330 3.642930 98.028000 69.665504 0.000000 38 1 62
2.018070 1.679440 3.641260 98.531998 69.665504 0.000000 38 1 62
2.019070 1.676390 3.636390 99.036003 69.665504 0.000000 38 1 62
2.019360 1.675550 3.634890 99.540001 69.665504 0.000000 38 1 62
2.311870 1.505800 3.762420 0.252000 70.168503 0.000000 23 1 62
2.311560 1.505490 3.762650 0.756000 70.168503 0.000000 23 1 62
2.311120 1.505370 3.762380 1.260000 70.168503 0.000000 23 1 62
2.310920 1.505520 3.762100 1.764000 70.168503 0.000000 23 1 62
2.310420 1.505720 3.761660 2.268000 70.168503 0.000000 23 1 62
2.310170 1.505890 3.761100 2.772000 70.168503 0.000000 23 1 62
2.310170 1.505940 3.760720 3.276000 70.168503 0.000000 23 1 62
2.309970 1.506410 3.760070 3.780000 70.168503 0.000000 23 1 62
2.309790 1.506940 3.759720 4.284000 70.168503 0.000000 23 1 62
2.597460 1.827530 3.698330 4.788000 70.168503 0.000000 54 1 62
2.597380 1.827500 3.698380 5.292000 70.168503 0.000000 54 1 62
2.597360 1.827470 3.698400 5.796000 70.168503 0.000000 54 1 62
2.597490 1.827400 3.698290 6.300000 70.168503 0.000000 54 1 62
2.597810 1.827440 3.698110 6.804000 70.168503 0.000000 54 1 62
2.597930 1.827520 3.698090 7.308000 70.168503 0.000000 54 1 62
2.598150 1.827440 3.698100 7.812000 70.168503 0.000000 54 1 62
2.598310 1.827270 3.698390 8.316000 70.168503 0.000000 54 1 62
2.598280 1.827260 3.698690 8.820000 70.168503 0.000000 54 1 62
2.598650 1.827320 3.699210 9.324000 70.168503 0.000000 54 1 62
2.598910 1.827370 3.699290 9.828000 70.168503 0.000000 54 1 62
2.599620 1.826910 3.699860 10.332000 70.168503 0.000000 54 1 62
2.600210 1.826150 3.700190 10.836000 70.168503 0.000000 54 1 62
2.600330 1.825900 3.700110 11.340000 70.168503 0.000000 54 1 62
2.600540 1.825880 3.699740 11.844000 70.168503 0.000000 54 1 62
2.600460 1.826360 3.699060 12.348001 70.168503 0.000000 54 1 62
2.600370 1.826530 3.698830 12.852000 70.168503 0.000000 54 1 62
2.600320 1.827150 3.698270 13.356000 70.168503 0.000000 54 1 62
2.600340 1.827420 3.698230 13.860000 70.168503 0.000000 54 1 62
2.601000 1.827680 3.697900 14.364000 70.168503 0.000000 54 1 62
2.601570 1.827750 3.697880 14.868000 70.168503 0.000000 54 1 62
2.601720 1.827790 3.697940 15.372000 70.168503 0.000000 54 1 62
2.601810 1.827640 3.698550 15.876000 70.168503 0.000000 54 1 62
2.601560 1.827280 3.699660 16.380001 70.168503 0.000000 54 1 62
2.601260 1.827080 3.700070 16.884001 70.168503 0.000000 54 1 62
2.601040 1.826770 3.700720 17.388000 70.168503 0.000000 54 1 62
2.601310 1.826650 3.700780 17.892000 70.168503 0.000000 54 1 62
2.601370 1.826640 3.700700 18.396002 70.168503 0.000000 54 1 62
2.601400 1.826750 3.700700 18.900002 70.168503 0.000000 54 1 62
2.601300 1.826840 3.700750 19.404001 70.168503 0.000000 54 1 62
2.601440 1.826940 3.700770 19.908001 70.168503 0.000000 54 1 62
2.601750 1.826860 3.700500 20.412001 70.168503 0.000000 54 1 62
2.601870 1.826820 3.700360 20.916000 70.168503 0.000000 54 1 62
2.602440 1.826910 3.699760 21.420002 70.168503 0.000000 54 1 62
2.603220 1.827360 3.698750 21.924002 70.168503 0.000000 54 1 62
2.603430 1.827530 3.698340 22.428001 70.168503 0.000000 54 1 62
2.604200 1.827970 3.697580 22.932001 70.168503 0.000000 54 1 62
2.604530 1.828080 3.697470 23.436001 70.168503 0.000000 54 1 62
2.604690 1.828710 3.697550 23.940001 70.168503 0.000000 54 1 62
2.604300 1.829410 3.698340 24.444002 70.168503 0.000000 54 1 62
2.604080 1.829590 3.698890 24.948002 70.168503 0.000000 54 1 62
2.603670 1.829880 3.700690 25.452002 70.168503 0.000000 54 1 62
2.603430 1.830010 3.703140 25.956001 70.168503 0.000000 54 1 62
2.603410 1.830130 3.704060 26.460001 70.168503 0.000000 54 1 62
2.603010 1.830390 3.706500 26.964001 70.168503 0.000000 54 1 62
2.602650 1.830520 3.707540 27.468000 70.168503 0.000000 54 1 62
2.681830 1.397620 3.557250 27.972002 70.168503 0.000000 59 1 62
2.681810 1.396900 3.558820 28.476002 70.168503 0.000000 59 1 62
2.681860 1.396490 3.559410 28.980001 70.168503 0.000000 59 1 62
2.682240 1.395720 3.559790 29.484001 70.168503 0.000000 59 1 62
2.682820 1.395550 3.559160 29.988001 70.168503 0.000000 59 1 62
2.682860 1.395750 3.558880 30.492001 70.168503 0.000000 59 1 62
2.682850 1.396170 3.557600 30.996002 70.168503 0.000000 59 1 62
2.682900 1.396790 3.555360 31.500002 70.168503 0.000000 59 1 62
2.683000 1.397070 3.554270 32.004002 70.168503 0.000000 59 1 62
2.683270 1.397880 3.551960 32.507999 70.168503 0.000000 59 1 62
2.683310 1.398140 3.551450 33.012001 70.168503 0.000000 59 1 62
2.683020 1.398860 3.551480 33.515999 70.168503 0.000000 59 1 62
2.682390 1.399520 3.552360 34.020000 70.168503 0.000000 59 1 62
2.682090 1.399680 3.552630 34.523998 70.168503 0.000000 59 1 62
2.681530 1.400130 3.551680 35.028000 70.168503 0.000000 59 1 62
2.681190 1.400510 3.548520 35.531998 70.168503 0.000000 59 1 62
2.681130 1.400580 3.547420 36.035999 70.168503 0.000000 59 1 62
2.680730 1.400810 3.544240 36.540001 70.168503 0.000000 59 1 62
2.680460 1.400840 3.543370 37.043999 70.168503 0.000000 59 1 62
2.680670 1.400760 3.541790 37.548000 70.168503 0.000000 59 1 62
2.681180 1.400530 3.541500 38.051998 70.168503 0.000000 59 1 62
2.681350 1.400470 3.541700 38.556000 70.168503 0.000000 59 1 62
2.681520 1.400620 3.543080 39.060001 70.168503 0.000000 59 1 62
2.681290 1.400790 3.545030 39.563999 70.168503 0.000000 59 1 62
2.681200 1.400790 3.545570 40.068001 70.168503 0.000000 59 1 62
2.681030 1.400360 3.546640 40.571999 70.168503 0.000000 59 1 62
2.681100 1.400060 3.546800 41.076000 70.168503 0.000000 59 1 62
2.680940 1.399980 3.547130 41.579998 70.168503 0.000000 59 1 62
2.681020 1.400140 3.546930 42.084000 70.168503 0.000000 59 1 62
2.681150 1.400160 3.546680 42.588001 70.168503 0.000000 59 1 62
2.681030 1.400080 3.546650 43.091999 70.168503 0.000000 59 1 62
2.680970 1.400030 3.547240 43.596001 70.168503 0.000000 59 1 62
2.681120 1.400070 3.547580 44.099998 70.168503 0.000000 59 1 62
2.681270 1.400510 3.548670 44.604000 70.168503 0.000000 59 1 62
2.681380 1.401260 3.549430 45.107998 70.168503 0.000000 59 1 62
2.681560 1.401390 3.549370 45.612000 70.168503 0.000000 59 1 62
2.681910 1.401470 3.549220 46.116001 70.168503 0.000000 59 1 62
2.681970 1.401300 3.549160 46.619999 70.168503 0.000000 59 1 62
2.681820 1.401400 3.549280 47.124001 70.168503 0.000000 59 1 62
2.681810 1.401950 3.549110 47.627998 70.168503 0.000000 59 1 62
2.681920 1.402190 3.548820 48.132000 70.168503 0.000000 59 1 62
2.681750 1.402220 3.548380 48.636002 70.168503 0.000000 59 1 62
3.044620 1.211700 3.615090 49.139999 70.168503 0.000000 9 1 62
3.044720 1.212150 3.615140 49.644001 70.168503 0.000000 9 1 62
3.045090 1.212890 3.613940 50.147999 70.168503 0.000000 9 1 62
3.045200 1.213220 3.613310 50.652000 70.168503 0.000000 9 1 62
3.043710 1.213800 3.606690 51.155998 70.168503 0.000000 9 1 62
3.040620 1.213970 3.596240 51.660000 70.168503 0.000000 9 1 62
3.039390 1.213690 3.591770 52.164001 70.168503 0.000000 9 1 62
3.036310 1.213500 3.582540 52.667999 70.168503 0.000000 9 1 62
3.033480 1.213870 3.578100 53.172001 70.168503 0.000000 9 1 62
3.032620 1.214220 3.577860 53.675999 70.168503 0.000000 9 1 62
3.029570 1.215490 3.578500 54.180000 70.168503 0.000000 9 1 62
3.028500 1.215810 3.578950 54.683998 70.168503 0.000000 9 1 62
3.025130 1.217260 3.580360 55.188000 70.168503 0.000000 9 1 62
3.022780 1.217610 3.581130 55.692001 70.168503 0.000000 9 1 62
3.022230 1.217500 3.581430 56.195999 70.168503 0.000000 9 1 62
3.022310 1.216710 3.583370 56.700001 70.168503 0.000000 9 1 62
3.023850 1.215520 3.587840 57.203999 70.168503 0.000000 9 1 62
3.024900 1.215080 3.590380 57.708000 70.168503 0.000000 9 1 62
3.026730 1.213600 3.597750 58.211998 70.168503 0.000000 9 1 62
3.026670 1.211470 3.605010 58.716000 70.168503 0.000000 9 1 62
3.025730 1.210600 3.606010 59.220001 70.168503 0.000000 9 1 62
3.022200 1.208270 3.608660 59.723999 70.168503 0.000000 9 1 62
3.020720 1.207590 3.609070 60.228001 70.168503 0.000000 9 1 62
3.017140 1.205840 3.608460 60.731998 70.168503 0.000000 9 1 62
3.014950 1.204620 3.607650 61.236000 70.168503 0.000000 9 1 62
3.014350 1.204470 3.607340 61.740002 70.168503 0.000000 9 1 62
3.013300 1.204860 3.606040 62.243999 70.168503 0.000000 9 1 62
3.012660 1.205660 3.604890 62.748001 70.168503 0.000000 9 1 62
3.012530 1.205820 3.604300 63.251999 70.168503 0.000000 9 1 62
3.011840 1.206030 3.603970 63.756001 70.168503 0.000000 9 1 62
3.011430 1.206080 3.604720 64.260002 70.168503 0.000000 9 1 62
3.012430 1.204270 3.588140 64.764000 70.168503 0.000000 9 1 62
3.011350 1.201790 3.587230 65.267998 70.168503 0.000000 9 1 62
3.011010 1.200840 3.587010 65.772003 70.168503 0.000000 9 1 62
3.010500 1.199510 3.586820 66.276001 70.168503 0.000000 9 1 62
2.806650 2.812020 3.358180 66.779999 70.168503 0.000000 32 1 62
2.816240 2.814830 3.374170 67.283997 70.168503 0.000000 32 1 62
2.828650 2.819120 3.388330 67.788002 70.168503 0.000000 32 1 62
2.838110 2.822000 3.401550 68.292000 70.168503 0.000000 32 1 62
2.858960 2.827040 3.424970 68.795998 70.168503 0.000000 32 1 62
2.878800 2.830110 3.447870 69.300003 70.168503 0.000000 32 1 62
2.884440 2.830480 3.454490 69.804001 70.168503 0.000000 32 1 62
2.898840 2.830880 3.470450 70.307999 70.168503 0.000000 32 1 62
2.908930 2.829740 3.481770 70.811996 70.168503 0.000000 32 1 62
2.911600 2.829240 3.484480 71.316002 70.168503 0.000000 32 1 62
2.917070 2.826800 3.489380 71.820000 70.168503 0.000000 32 1 62
2.920260 2.824190 3.491420 72.323997 70.168503 0.000000 32 1 62
1.993600 1.717840 3.686660 72.828003 70.168503 0.000000 38 1 62
1.993970 1.717730 3.687600 73.332001 70.168503 0.000000 38 1 62
1.994200 1.717640 3.688390 73.835999 70.168503 0.000000 38 1 62
1.995630 1.717410 3.689570 74.339996 70.168503 0.000000 38 1 62
1.997020 1.717240 3.690270 74.844002 70.168503 0.000000 38 1 62
1.997370 1.717150 3.690410 75.348000 70.168503 0.000000 38 1 62
1.998140 1.716820 3.690810 75.851997 70.168503 0.000000 38 1 62
1.998740 1.716260 3.691520 76.356003 70.168503 0.000000 38 1 62
1.998840 1.716130 3.691770 76.860001 70.168503 0.000000 38 1 62
1.998780 1.716120 3.692970 77.363998 70.168503 0.000000 38 1 62
1.998590 1.716160 3.693650 77.868004 70.168503 0.000000 38 1 62
1.999050 1.716110 3.693770 78.372002 70.168503 0.000000 38 1 62
1.999980 1.715410 3.691850 78.875999 70.168503 0.000000 38 1 62
1.999730 1.717200 3.687220 79.379997 70.168503 0.000000 38 1 62
1.999920 1.717410 3.685010 79.884003 70.168503 0.000000 38 1 62
1.999790 1.717600 3.683710 80.388000 70.168503 0.000000 38 1 62
1.998510 1.714290 3.682640 80.891998 70.168503 0.000000 38 1 62
1.997260 1.713660 3.686330 81.396004 70.168503 0.000000 38 1 62
1.996860 1.713310 3.688920 81.900002 70.168503 0.000000 38 1 62
1.997770 1.711420 3.698400 82.403999 70.168503 0.000000 38 1 62
1.999770 1.708730 3.705620 82.907997 70.168503 0.000000 38 1 62
2.000770 1.707630 3.707110 83.412003 70.168503 0.000000 38 1 62
2.002230 1.705310 3.710180 83.916000 70.168503 0.000000 38 1 62
2.002340 1.703750 3.712030 84.419998 70.168503 0.000000 38 1 62
2.002080 1.703420 3.712040 84.924004 70.168503 0.000000 38 1 62
2.000620 1.703350 3.711980 85.428001 70.168503 0.000000 38 1 62
1.999660 1.702880 3.711390 85.931999 70.168503 0.000000 38 1 62
1.999030 1.703190 3.711150 86.435997 70.168503 0.000000 38 1 62
1.998850 1.702260 3.710320 86.940002 70.168503 0.000000 38 1 62
1.998800 1.701730 3.709960 87.444000 70.168503 0.000000 38 1 62
1.999060 1.700380 3.709670 87.947998 70.168503 0.000000 38 1 62
1.999920 1.697460 3.710300 88.452003 70.168503 0.000000 38 1 62
2.000470 1.696290 3.710770 88.956001 70.168503 0.000000 38 1 62
2.002070 1.692330 3.711770 89.459999 70.168503 0.000000 38 1 62
2.003120 1.688400 3.711310 89.963997 70.168503 0.000000 38 1 62
2.003270 1.687700 3.710780 90.468002 70.168503 0.000000 38 1 62
2.003090 1.685220 3.708670 90.972000 70.168503 0.000000 38 1 62
2.002790 1.684370 3.707420 91.475998 70.168503 0.000000 38 1 62
1.212880 2.597560 3.265630 91.980003 70.168503 0.000000 56 1 62
1.208910 2.596660 3.258970 92.484001 70.168503 0.000000 56 1 62
1.206530 2.596340 3.255130 92.987999 70.168503 0.000000 56 1 62
1.203820 2.595730 3.250790 93.491997 70.168503 0.000000 56 1 62
2.007740 1.710250 3.684470 93.996002 70.168503 0.000000 38 1 62
2.008980 1.702040 3.681250 94.500000 70.168503 0.000000 38 1 62
2.010180 1.700870 3.677790 95.003998 70.168503 0.000000 38 1 62
2.011240 1.698020 3.674520 95.508003 70.168503 0.000000 38 1 62
2.013640 1.695550 3.666930 96.012001 70.168503 0.000000 38 1 62
2.015350 1.691820 3.659420 96.515999 70.168503 0.000000 38 1 62
2.015770 1.690470 3.656810 97.020004 70.168503 0.000000 38 1 62
2.016130 1.687680 3.649860 97.524002 70.168503 0.000000 38 1 62
2.016430 1.684950 3.643510 98.028000 70.168503 0.000000 38 1 62
2.016600 1.684310 3.641830 98.531998 70.168503 0.000000 38 1 62
2.017560 1.681260 3.636670 99.036003 70.168503 0.000000 38 1 62
2.017990 1.679930 3.635070 99.540001 70.168503 0.000000 38 1 62
2.311380 1.506060 3.762910 0.252000 70.671509 0.000000 23 1 62
2.311380 1.505480 3.762750 0.756000 70.671509 0.000000 23 1 62
2.311000 1.505270 3.762460 1.260000 70.671509 0.000000 23 1 62
2.310740 1.505330 3.762070 1.764000 70.671509 0.000000 23 1 62
2.310320 1.505610 3.761760 2.268000 70.671509 0.000000 23 1 62
2.309970 1.505780 3.761460 2.772000 70.671509 0.000000 23 1 62
2.309920 1.505920 3.761050 3.276000 70.671509 0.000000 23 1 62
2.309810 1.506340 3.760390 3.780000 70.671509 0.000000 23 1 62
2.309590 1.506620 3.760330 4.284000 70.671509 0.000000 23 1 62
2.597490 1.827580 3.698230 4.788000 70.671509 0.000000 54 1 62
2.597380 1.827550 3.698310 5.292000 70.671509 0.000000 54 1 62
2.597170 1.827560 3.698440 5.796000 70.671509 0.000000 54 1 62
2.597380 1.827400 3.698360 6.300000 70.671509 0.000000 54 1 62
2.597630 1.827370 3.698280 6.804000 70.671509 0.000000 54 1 62
2.597710 1.827430 3.698280 7.308000 70.671509 0.000000 54 1 62
2.597950 1.827360 3.698280 7.812000 70.671509 0.000000 54 1 62
2.597950 1.827150 3.698670 8.316000 70.671509 0.000000 54 1 62
2.598030 1.827200 3.698940 8.820000 70.671509 0.000000 54 1 62
2.598390 1.827260 3.699390 9.324000 70.671509 0.000000 54 1 62
2.598650 1.827240 3.699570 9.828000 70.671509 0.000000 54 1 62
2.599470 1.826890 3.699910 10.332000 70.671509 0.000000 54 1 62
2.600040 1.826240 3.700200 10.836000 70.671509 0.000000 54 1 62
2.600300 1.825830 3.700280 11.340000 70.671509 0.000000 54 1 62
2.600550 1.825950 3.699880 11.844000 70.671509 0.000000 54 1 62
2.600610 1.826580 3.699330 12.348001 70.671509 0.000000 54 1 62
2.600500 1.826800 3.698880 12.852000 70.671509 0.000000 54 1 62
2.600450 1.827270 3.698240 13.356000 70.671509 0.000000 54 1 62
2.600580 1.827430 3.697710 13.860000 70.671509 0.000000 54 1 62
2.601040 1.827510 3.697570 14.364000 70.671509 0.000000 54 1 62
2.601500 1.827500 3.697460 14.868000 70.671509 0.000000 54 1 62
2.601440 1.827570 3.697480 15.372000 70.671509 0.000000 54 1 62
2.601570 1.827450 3.698390 15.876000 70.671509 0.000000 54 1 62
2.601240 1.827000 3.699470 16.380001 70.671509 0.000000 54 1 62
2.601020 1.826860 3.700110 16.884001 70.671509 0.000000 54 1 62
2.600910 1.826690 3.700690 17.388000 70.671509 0.000000 54 1 62
